24.1684 25.03552 27.09693 28.13001 24.99778
23.68895 22.40683 24.48953 26.10329 26.31529
24.07499 26.53894 27.9863 24.37732 25.50118
25.33266 23.29404 25.2727 25.72736 27.47394
23.58692 27.31659 24.25983 22.627 26.25978
27.25891 25.19552 22.95664 22.56159 24.30392
25.03373 25.54892 24.31918 23.56356 26.13496
25.78912 22.66968 24.70659 25.32807 24.8973
24.79534 24.00566 26.99262 28.79647 24.02425
23.40705 25.01915 24.7491 22.62217 22.80801
27.26555 25.28386 26.3675 25.9231 24.02764
24.64959 26.28491 26.33272 24.71079 24.14406
23.10238 25.47242 25.23079 24.54277 26.15237
24.54924 24.49792 24.63399 26.67536 25.42653
23.10549 24.96446 26.08967 23.922 22.0989
23.26962 24.33306 26.71923 22.19039 22.69265
25.74207 24.88054 27.63561 25.94901 23.89681
24.71041 24.47289 25.49158 27.54673 25.96973
24.08553 26.20982 25.12526 23.8627 24.40985
24.10477 25.05028 24.75693 23.74988 25.76189
23.83595 25.34722 25.51012 26.80286 25.62063
25.9142 25.88516 27.2692 25.68361 24.387
25.46632 24.87539 23.97734 23.86695 25.50261
24.48173 24.14007 26.67198 25.03688 24.32513
22.79027 24.217 27.10411 23.96363 21.59814
27.67538 25.06988 22.50259 24.57952 23.4436
24.89655 25.9183 25.46693 25.45346 24.57965
24.85991 25.03639 25.93666 23.15866 25.88023
27.83594 26.54745 24.54666 24.45096 24.96955
25.16129 27.3176 25.49589 21.89739 24.84847
27.37024 26.24218 23.91517 23.75731 25.96151
28.36957 24.60007 25.38652 25.05185 25.23849
25.80416 26.61566 26.27281 22.27432 22.387
25.90889 25.42532 22.2527 22.75108 27.55691
24.6637 22.74827 24.96718 23.79192 23.31438
25.24177 23.57617 25.51488 24.86341 26.80809
25.12284 25.32695 25.27683 23.49427 26.04253
26.27063 26.73126 24.32048 22.80682 25.29002
25.36853 24.7231 25.86648 24.47062 25.66275
24.55106 26.67409 24.66424 25.23272 26.6008
23.16354 25.45312 26.7692 24.077 24.09216
26.06956 29.14531 24.21356 23.61687 26.39504
23.83056 24.19988 25.51274 26.01125 25.57257
24.40701 24.88587 26.94106 26.44371 24.1432
23.49458 23.83726 24.46392 26.03594 24.4898
26.74305 25.17815 22.18856 24.91449 23.4391
24.86997 24.80403 22.94228 26.62378 24.47354
22.61305 24.67595 23.33958 25.28236 25.05297
23.93269 24.75844 25.34995 23.71673 25.95284
25.19559 22.40852 22.47787 22.80336 23.86844
25.19205 24.54799 21.65993 23.37905 26.32553
26.80065 26.46164 25.13467 24.58508 24.55658
23.25265 24.95996 27.77446 25.34243 24.04303
24.00511 23.1348 26.93729 25.91609 26.8247
25.23597 24.52493 24.30051 21.51945 23.5165
22.35504 21.93329 25.66588 25.62357 24.09203
25.26812 24.32756 20.63877 25.73807 28.05994
25.5136 26.27837 23.65873 22.10424 26.87266
29.02457 26.64775 24.10635 21.67705 24.53582
25.96957 25.37789 24.38599 23.76561 23.28879
27.2888 24.28512 20.24506 24.65053 28.77824
25.99859 22.73117 25.53282 25.0935 21.73591
26.04081 29.89843 26.69941 23.14233 26.35505
25.83066 24.68917 22.07173 21.27504 22.75219
24.79916 24.35783 25.17307 25.08287 23.4395
24.76492 23.84578 27.07677 23.37124 25.65403
26.71575 23.8687 24.01164 25.2006 25.36262
25.75822 26.44028 27.18146 23.28332 21.99281
23.94869 26.4576 27.10543 26.95975 25.4423
25.39714 23.85753 26.70742 25.49191 23.85675
25.19905 24.09627 24.95891 23.63396 25.75926
27.57648 24.74818 25.4097 25.36582 26.98674
23.52428 24.23929 24.51815 24.6699 27.11303
25.57286 24.18871 22.65711 23.96687 27.00246
21.82779 24.22138 22.22226 24.58301 25.74639
22.90399 24.78348 26.15402 26.88038 24.58457
24.43851 24.14322 25.23735 27.79269 26.69995
26.74749 25.30371 23.34254 24.26116 25.04925
22.34163 25.38037 28.24766 22.2867 21.9623
24.98248 25.50526 24.72078 25.34996 25.28914
24.19376 26.22 24.85986 24.57676 25.2385
23.49134 23.44322 25.81459 25.27836 24.26796
25.20885 27.14748 24.99825 22.8567 22.30236
22.77353 25.79124 26.88432 24.29208 25.14028
22.57236 23.44441 26.80783 25.63541 25.40179
26.88581 25.53815 26.79418 26.72407 24.44159
26.1177 26.55218 26.4417 25.87418 23.57904
22.45948 25.61662 25.29101 25.0983 25.34635
28.00321 27.54334 23.89693 26.22083 25.72909
22.97068 22.90911 23.1285 24.27599 24.82404
26.61531 26.51389 25.87806 27.7493 24.84941
23.47671 25.06122 26.35162 25.88006 24.36303
24.30267 24.59923 26.55326 26.00442 25.13998
25.4514 26.07752 24.92127 25.33429 24.53347
26.66754 25.31798 24.37693 23.62017 24.09803
25.94657 24.19462 26.54091 25.01312 25.07807
27.93063 22.84551 27.20803 27.9789 24.73168
24.75836 22.92925 23.4019 25.26123 26.66301
25.28544 23.62285 26.32747 23.2663 25.94392
25.16948 27.01681 26.4275 21.91299 24.43378
