-1.955472 -1.98261 -1.776625 -1.86433 -1.961109
-1.797001 -1.716793 -2.026172 -1.705545 -1.945415
-2.039297 -1.799419 -1.836227 -1.9913 -1.925116
-1.786806 -1.957497 -1.882895 -1.978641 -1.868934
-1.919802 -1.967804 -1.774204 -1.945806 -1.865159
-1.86262 -1.812046 -1.987653 -1.914123 -1.848427
-1.996824 -1.899702 -1.698099 -2.016448 -1.802278
-2.080479 -1.759287 -2.095481 -1.723475 -1.826238
-2.088385 -1.668626 -1.640429 -2.135586 -1.884918
-1.702515 -1.989835 -1.789133 -1.84349 -2.054421
-1.828629 -1.80187 -2.000964 -1.953971 -1.904046
-1.914388 -1.962449 -1.68426 -2.070717 -1.881955
-1.625701 -2.090184 -1.860631 -1.753461 -2.008948
-1.999579 -1.533779 -2.020812 -2.008158 -1.821766
-1.733702 -2.14602 -1.727303 -1.631032 -2.200638
-1.754833 -1.882975 -2.059822 -1.755138 -1.880394
-1.986718 -1.736424 -1.934522 -1.970231 -1.613115
-1.97778 -2.020602 -1.703354 -1.849985 -1.876483
-1.978528 -1.964008 -1.640863 -2.088623 -1.974764
-1.71765 -2.062865 -1.836117 -2.011553 -1.697687
