399.8999 399.7998 399.6338 402.569 407.1437
407.9044 405.1696 403.7357 398.0184 397.3136
396.8246 394.2085 394.3247 394.8691 395.6223
401.6607 406.4867 405.5111 402.4399 402.26
395.8037 394.9441 395.354 392.9351 392.484
393.1935 394.8197 402.0303 407.707 406.6785
404.6052 405.0266 398.366 398.6617 399.5568
396.023 394.8725 395.1319 397.5708 405.8725
413.1276 412.4913 409.1292 408.4129 401.8067
402.1214 403.3962 399.8599 398.1445 397.5523
399.536 407.7495 414.7964 414.4519 410.5665
410.7387 403.5276 403.6857 406.2078 403.4711
402.4424 403.3139 405.1076 412.4013 418.7121
418.0547 416.0409 417.7579 411.8018 413.2277
417.1849 415.31 414.751 417.8939 420.8496
428.7533 435.3591 433.9893 432.5814 433.0646
428.0126 429.0226 432.5589 430.9966 430.697
434.0707 438.0574 445.676 452.5678 452.1713
451.3066 450.3668 446.2978 447.2254 449.6728
447.7614 446.9592 448.9992 453.3698 459.9032
467.5296 469.0453 467.5763 466.3194 461.7789
462.1216 464.8217 464.0397 465.2131 467.2989
471.5332 476.4039 483.888 486.1949 483.3399
481.5405 475.4748 475.1738 477.9344 478.4023
481.2016 483.9554 488.1811 491.2483 498.1655
500.8385 496.9802 495.7325 490.4913 488.8395
491.5927 493.185 496.3805 499.1093 502.6928
503.7609 509.981 512.9717 509.0484 509.4301
505.2316 502.703 505.1649 505.7205 507.4632
509.3232 512.38 512.6884 519.1199 523.0501
520.1961 521.6142 517.9043 515.321 517.2224
518.1025 519.7127 521.7108 524.7975 524.849
531.2427 535.5819 533.2432 535.0373 532.5062
530.3417 532.5216 533.7919 535.7874 537.9076
540.0481 540.7371 547.1243 551.1535 548.3955
550.6677 548.0077 545.0865 546.6205 548.5245
550.847 553.3521 555.8489 557.0548 564.0397
570.2611 567.3941 569.8693 565.8665 562.22
562.489 563.9904 565.2883 567.3802 569.274
569.969 576.4229 582.6459 579.5877 581.922
